		ELEVATION	BASEDEMAND	INITQUALITY	PRESSURE	HEAD	DEMAND	QUALITY
25	10:00:00	230,00	6,00	1,00	28,47	295,71	14,76	0,00
27	10:00:00	130,00	8,00	1,00	71,77	295,64	19,68	0,00
28	10:00:00	110,00	0,00	1,00	80,43	295,62	0,00	0,00
29	10:00:00	110,00	7,00	1,00	80,43	295,62	17,22	0,00
30	10:00:00	130,00	3,00	1,00	71,76	295,62	7,38	0,00
31	10:00:00	190,00	17,00	1,00	45,79	295,68	41,82	0,00
32	10:00:00	110,00	17,00	1,00	79,04	292,42	41,82	0,00
33	10:00:00	180,00	1,50	1,00	48,93	292,92	3,69	0,00
34	10:00:00	190,00	1,50	1,00	44,59	292,92	3,69	0,00
35	10:00:00	110,00	0,00	1,00	80,43	295,62	0,00	0,00
36	10:00:00	110,00	1,00	1,00	80,43	295,62	2,46	0,00
26	10:00:00	235,00	0,00	1,00	26,54	296,24	-794,04	0,00
1	11:00:00	50,00	-694,40	1,00	104,92	292,14	0,00	0,00
2	11:00:00	100,00	8,00	1,00	83,25	292,14	7,76	0,00
3	11:00:00	60,00	14,00	1,00	100,58	292,13	13,58	0,00
4	11:00:00	60,00	8,00	1,00	100,58	292,14	7,76	0,00
5	11:00:00	100,00	8,00	1,00	83,25	292,14	7,76	0,00
6	11:00:00	125,00	5,00	1,00	72,43	292,15	4,85	0,00
7	11:00:00	160,00	4,00	1,00	57,27	292,18	3,88	0,00
8	11:00:00	110,00	9,00	1,00	78,94	292,18	8,73	0,00
9	11:00:00	180,00	14,00	1,00	48,61	292,19	13,58	0,00
10	11:00:00	130,00	5,00	1,00	70,27	292,18	4,85	0,00
11	11:00:00	185,00	34,78	1,00	46,45	292,21	33,74	0,00
12	11:00:00	210,00	16,00	1,00	35,68	292,34	15,52	0,00
13	11:00:00	210,00	2,00	1,00	35,70	292,39	1,94	0,00
14	11:00:00	200,00	2,00	1,00	40,05	292,44	1,94	0,00
15	11:00:00	190,00	2,00	1,00	44,41	292,50	1,94	0,00
16	11:00:00	150,00	20,00	1,00	61,67	292,32	19,40	0,00
17	11:00:00	180,00	20,00	1,00	48,67	292,32	19,40	0,00
18	11:00:00	100,00	20,00	1,00	83,33	292,32	19,40	0,00
19	11:00:00	150,00	5,00	1,00	61,67	292,32	4,85	0,00
20	11:00:00	170,00	19,00	1,00	53,05	292,42	18,43	0,00
21	11:00:00	150,00	16,00	1,00	61,70	292,41	15,52	0,00
22	11:00:00	200,00	10,00	1,00	40,04	292,41	9,70	0,00
23	11:00:00	230,00	8,00	1,00	27,21	292,79	7,76	0,00
24	11:00:00	190,00	11,00	1,00	44,45	292,58	10,67	0,00
25	11:00:00	230,00	6,00	1,00	27,26	292,90	5,82	0,00
27	11:00:00	130,00	8,00	1,00	70,58	292,89	7,76	0,00
28	11:00:00	110,00	0,00	1,00	79,25	292,89	0,00	0,00
29	11:00:00	110,00	7,00	1,00	79,25	292,89	6,79	0,00
30	11:00:00	130,00	3,00	1,00	70,58	292,89	2,91	0,00
31	11:00:00	190,00	17,00	1,00	44,59	292,90	16,49	0,00
32	11:00:00	110,00	17,00	1,00	79,00	292,32	16,49	0,00
33	11:00:00	180,00	1,50	1,00	48,71	292,41	1,45	0,00
34	11:00:00	190,00	1,50	1,00	44,37	292,41	1,45	0,00
35	11:00:00	110,00	0,00	1,00	79,25	292,89	0,00	0,00
36	11:00:00	110,00	1,00	1,00	79,25	292,89	0,97	0,00
26	11:00:00	235,00	0,00	1,00	25,13	293,00	-313,10	0,00
1	12:00:00	50,00	-694,40	1,00	110,55	305,13	-555,52	0,00
2	12:00:00	100,00	8,00	1,00	87,44	301,81	7,36	0,00
3	12:00:00	60,00	14,00	1,00	104,58	301,36	12,88	0,00
4	12:00:00	60,00	8,00	1,00	104,45	301,06	7,36	0,00
5	12:00:00	100,00	8,00	1,00	87,11	301,03	7,36	0,00
6	12:00:00	125,00	5,00	1,00	75,63	299,55	4,60	0,00
7	12:00:00	160,00	4,00	1,00	59,05	296,29	3,68	0,00
8	12:00:00	110,00	9,00	1,00	80,72	296,28	8,28	0,00
9	12:00:00	180,00	14,00	1,00	50,19	295,83	12,88	0,00
10	12:00:00	130,00	5,00	1,00	72,05	296,28	4,60	0,00
11	12:00:00	185,00	34,78	1,00	47,69	295,07	32,00	0,00
12	12:00:00	210,00	16,00	1,00	36,07	293,25	14,72	0,00
13	12:00:00	210,00	2,00	1,00	35,84	292,71	1,84	0,00
14	12:00:00	200,00	2,00	1,00	40,06	292,46	1,84	0,00
15	12:00:00	190,00	2,00	1,00	44,33	292,31	1,84	0,00
16	12:00:00	150,00	20,00	1,00	61,68	292,35	18,40	0,00
17	12:00:00	180,00	20,00	1,00	48,67	292,31	18,40	0,00
18	12:00:00	100,00	20,00	1,00	83,33	292,31	18,40	0,00
19	12:00:00	150,00	5,00	1,00	61,67	292,32	4,60	0,00
20	12:00:00	170,00	19,00	1,00	53,06	292,45	17,48	0,00
21	12:00:00	150,00	16,00	1,00	61,72	292,43	14,72	0,00
22	12:00:00	200,00	10,00	1,00	40,05	292,43	9,20	0,00
23	12:00:00	230,00	8,00	1,00	26,83	291,92	7,36	0,00
24	12:00:00	190,00	11,00	1,00	44,28	292,19	10,12	0,00
25	12:00:00	230,00	6,00	1,00	26,77	291,79	5,52	0,00
27	12:00:00	130,00	8,00	1,00	70,10	291,78	7,36	0,00
28	12:00:00	110,00	0,00	1,00	78,76	291,77	0,00	0,00
29	12:00:00	110,00	7,00	1,00	78,76	291,77	6,44	0,00
30	12:00:00	130,00	3,00	1,00	70,10	291,77	2,76	0,00
31	12:00:00	190,00	17,00	1,00	44,10	291,78	15,64	0,00
32	12:00:00	110,00	17,00	1,00	79,00	292,31	15,64	0,00
33	12:00:00	180,00	1,50	1,00	48,72	292,43	1,38	0,00
34	12:00:00	190,00	1,50	1,00	44,38	292,43	1,38	0,00
35	12:00:00	110,00	0,00	1,00	78,76	291,77	0,00	0,00
36	12:00:00	110,00	1,00	1,00	78,76	291,77	0,92	0,00
26	12:00:00	235,00	0,00	1,00	24,58	291,72	258,56	0,00
1	13:00:00	50,00	-694,40	1,00	114,90	315,17	-694,40	0,00
2	13:00:00	100,00	8,00	1,00	91,05	310,14	5,44	0,00
3	13:00:00	60,00	14,00	1,00	108,11	309,50	9,52	0,00
4	13:00:00	60,00	8,00	1,00	107,89	308,99	5,44	0,00
5	13:00:00	100,00	8,00	1,00	90,53	308,94	5,44	0,00
6	13:00:00	125,00	5,00	1,00	78,68	306,59	3,40	0,00
7	13:00:00	160,00	4,00	1,00	61,25	301,37	2,72	0,00
8	13:00:00	110,00	9,00	1,00	82,92	301,37	6,12	0,00
9	13:00:00	180,00	14,00	1,00	52,26	300,62	9,52	0,00
10	13:00:00	130,00	5,00	1,00	74,25	301,37	3,40	0,00
11	13:00:00	185,00	34,78	1,00	49,55	299,34	23,65	0,00
12	13:00:00	210,00	16,00	1,00	37,31	296,12	10,88	0,00
13	13:00:00	210,00	2,00	1,00	36,89	295,13	1,36	0,00
14	13:00:00	200,00	2,00	1,00	41,01	294,65	1,36	0,00
15	13:00:00	190,00	2,00	1,00	45,21	294,34	1,36	0,00
16	13:00:00	150,00	20,00	1,00	62,63	294,54	13,60	0,00
17	13:00:00	180,00	20,00	1,00	49,60	294,46	13,60	0,00
18	13:00:00	100,00	20,00	1,00	84,26	294,46	13,60	0,00
19	13:00:00	150,00	5,00	1,00	62,60	294,48	3,40	0,00
20	13:00:00	170,00	19,00	1,00	54,01	294,65	12,92	0,00
21	13:00:00	150,00	16,00	1,00	62,67	294,64	10,88	0,00
22	13:00:00	200,00	10,00	1,00	41,01	294,64	6,80	0,00
23	13:00:00	230,00	8,00	1,00	27,44	293,33	5,44	0,00
24	13:00:00	190,00	11,00	1,00	45,08	294,04	7,48	0,00
25	13:00:00	230,00	6,00	1,00	27,29	292,98	4,08	0,00
27	13:00:00	130,00	8,00	1,00	70,62	292,98	5,44	0,00
28	13:00:00	110,00	0,00	1,00	79,28	292,98	0,00	0,00
29	13:00:00	110,00	7,00	1,00	79,28	292,98	4,76	0,00
30	13:00:00	130,00	3,00	1,00	70,62	292,98	2,04	0,00
31	13:00:00	190,00	17,00	1,00	44,62	292,98	11,56	0,00
32	13:00:00	110,00	17,00	1,00	79,93	294,46	11,56	0,00
33	13:00:00	180,00	1,50	1,00	49,67	294,64	1,02	0,00
34	13:00:00	190,00	1,50	1,00	45,34	294,64	1,02	0,00
35	13:00:00	110,00	0,00	1,00	79,28	292,98	0,00	0,00
36	13:00:00	110,00	1,00	1,00	79,28	292,98	0,68	0,00
26	13:00:00	235,00	0,00	1,00	25,03	292,78	474,91	0,00
1	14:00:00	50,00	-694,40	1,00	114,33	313,86	-694,40	0,00
2	14:00:00	100,00	8,00	1,00	90,49	308,83	11,44	0,00
3	14:00:00	60,00	14,00	1,00	107,52	308,15	20,02	0,00
4	14:00:00	60,00	8,00	1,00	107,33	307,71	11,44	0,00
5	14:00:00	100,00	8,00	1,00	89,98	307,67	11,44	0,00
6	14:00:00	125,00	5,00	1,00	78,21	305,50	7,15	0,00
7	14:00:00	160,00	4,00	1,00	60,98	300,74	5,72	0,00
8	14:00:00	110,00	9,00	1,00	82,65	300,73	12,87	0,00
9	14:00:00	180,00	14,00	1,00	52,03	300,08	20,02	0,00
10	14:00:00	130,00	5,00	1,00	73,98	300,73	7,15	0,00
11	14:00:00	185,00	34,78	1,00	49,40	299,01	49,74	0,00
12	14:00:00	210,00	16,00	1,00	37,49	296,53	22,88	0,00
13	14:00:00	210,00	2,00	1,00	37,18	295,81	2,86	0,00
14	14:00:00	200,00	2,00	1,00	41,37	295,47	2,86	0,00
15	14:00:00	190,00	2,00	1,00	45,63	295,30	2,86	0,00
16	14:00:00	150,00	20,00	1,00	62,95	295,28	28,60	0,00
17	14:00:00	180,00	20,00	1,00	49,93	295,24	28,60	0,00
18	14:00:00	100,00	20,00	1,00	84,60	295,24	28,60	0,00
19	14:00:00	150,00	5,00	1,00	62,93	295,24	7,15	0,00
20	14:00:00	170,00	19,00	1,00	54,35	295,44	27,17	0,00
21	14:00:00	150,00	16,00	1,00	63,01	295,41	22,88	0,00
22	14:00:00	200,00	10,00	1,00	41,34	295,41	14,30	0,00
23	14:00:00	230,00	8,00	1,00	28,12	294,90	11,44	0,00
24	14:00:00	190,00	11,00	1,00	45,57	295,17	15,73	0,00
25	14:00:00	230,00	6,00	1,00	28,07	294,77	8,58	0,00
27	14:00:00	130,00	8,00	1,00	71,38	294,75	11,44	0,00
28	14:00:00	110,00	0,00	1,00	80,05	294,74	0,00	0,00
29	14:00:00	110,00	7,00	1,00	80,05	294,74	10,01	0,00
30	14:00:00	130,00	3,00	1,00	71,38	294,74	4,29	0,00
31	14:00:00	190,00	17,00	1,00	45,39	294,76	24,31	0,00
32	14:00:00	110,00	17,00	1,00	80,26	295,24	24,31	0,00
33	14:00:00	180,00	1,50	1,00	50,01	295,41	2,14	0,00
34	14:00:00	190,00	1,50	1,00	45,67	295,41	2,14	0,00
35	14:00:00	110,00	0,00	1,00	80,05	294,74	0,00	0,00
36	14:00:00	110,00	1,00	1,00	80,05	294,74	1,43	0,00
26	14:00:00	235,00	0,00	1,00	25,88	294,72	232,82	0,00
1	15:00:00	50,00	-694,40	1,00	116,30	318,40	-694,40	0,00
2	15:00:00	100,00	8,00	1,00	92,45	313,37	4,88	0,00
3	15:00:00	60,00	14,00	1,00	109,51	312,73	8,54	0,00
4	15:00:00	60,00	8,00	1,00	109,29	312,22	4,88	0,00
5	15:00:00	100,00	8,00	1,00	91,93	312,17	4,88	0,00
6	15:00:00	125,00	5,00	1,00	80,08	309,80	3,05	0,00
7	15:00:00	160,00	4,00	1,00	62,63	304,53	2,44	0,00
8	15:00:00	110,00	9,00	1,00	84,29	304,53	5,49	0,00
9	15:00:00	180,00	14,00	1,00	53,63	303,78	8,54	0,00
10	15:00:00	130,00	5,00	1,00	75,62	304,53	3,05	0,00
11	15:00:00	185,00	34,78	1,00	50,90	302,48	21,22	0,00
12	15:00:00	210,00	16,00	1,00	38,64	299,18	9,76	0,00
13	15:00:00	210,00	2,00	1,00	38,20	298,17	1,22	0,00
14	15:00:00	200,00	2,00	1,00	42,32	297,68	1,22	0,00
15	15:00:00	190,00	2,00	1,00	46,51	297,35	1,22	0,00
16	15:00:00	150,00	20,00	1,00	63,95	297,58	12,20	0,00
17	15:00:00	180,00	20,00	1,00	50,91	297,50	12,20	0,00
18	15:00:00	100,00	20,00	1,00	85,58	297,50	12,20	0,00
19	15:00:00	150,00	5,00	1,00	63,92	297,52	3,05	0,00
20	15:00:00	170,00	19,00	1,00	55,32	297,67	11,59	0,00
21	15:00:00	150,00	16,00	1,00	63,98	297,66	9,76	0,00
22	15:00:00	200,00	10,00	1,00	42,32	297,66	6,10	0,00
23	15:00:00	230,00	8,00	1,00	28,71	296,27	4,88	0,00
24	15:00:00	190,00	11,00	1,00	46,37	297,02	6,71	0,00
25	15:00:00	230,00	6,00	1,00	28,55	295,89	3,66	0,00
27	15:00:00	130,00	8,00	1,00	71,88	295,89	4,88	0,00
28	15:00:00	110,00	0,00	1,00	80,54	295,89	0,00	0,00
29	15:00:00	110,00	7,00	1,00	80,55	295,89	4,27	0,00
30	15:00:00	130,00	3,00	1,00	71,88	295,89	1,83	0,00
31	15:00:00	190,00	17,00	1,00	45,88	295,89	10,37	0,00
32	15:00:00	110,00	17,00	1,00	81,24	297,50	10,37	0,00
33	15:00:00	180,00	1,50	1,00	50,98	297,66	0,91	0,00
34	15:00:00	190,00	1,50	1,00	46,65	297,66	0,91	0,00
35	15:00:00	110,00	0,00	1,00	80,54	295,89	0,00	0,00
36	15:00:00	110,00	1,00	1,00	80,54	295,89	0,61	0,00
26	15:00:00	235,00	0,00	1,00	26,29	295,67	497,50	0,00
1	16:00:00	50,00	-694,40	1,00	117,84	321,96	-694,40	0,00
2	16:00:00	100,00	8,00	1,00	94,00	316,93	2,48	0,00
3	16:00:00	60,00	14,00	1,00	111,06	316,31	4,34	0,00
4	16:00:00	60,00	8,00	1,00	110,83	315,77	2,48	0,00
5	16:00:00	100,00	8,00	1,00	93,47	315,71	2,48	0,00
6	16:00:00	125,00	5,00	1,00	81,58	313,27	1,55	0,00
7	16:00:00	160,00	4,00	1,00	64,05	307,81	1,24	0,00
8	16:00:00	110,00	9,00	1,00	85,71	307,81	2,79	0,00
9	16:00:00	180,00	14,00	1,00	55,04	307,02	4,34	0,00
10	16:00:00	130,00	5,00	1,00	77,05	307,81	1,55	0,00
11	16:00:00	185,00	34,78	1,00	52,27	305,64	10,78	0,00
12	16:00:00	210,00	16,00	1,00	39,87	302,01	4,96	0,00
13	16:00:00	210,00	2,00	1,00	39,38	300,88	0,62	0,00
14	16:00:00	200,00	2,00	1,00	43,47	300,31	0,62	0,00
15	16:00:00	190,00	2,00	1,00	47,62	299,91	0,62	0,00
16	16:00:00	150,00	20,00	1,00	65,13	300,31	6,20	0,00
17	16:00:00	180,00	20,00	1,00	52,09	300,22	6,20	0,00
18	16:00:00	100,00	20,00	1,00	86,76	300,23	6,20	0,00
19	16:00:00	150,00	5,00	1,00	65,10	300,25	1,55	0,00
20	16:00:00	170,00	19,00	1,00	56,46	300,31	5,89	0,00
21	16:00:00	150,00	16,00	1,00	65,13	300,31	4,96	0,00
22	16:00:00	200,00	10,00	1,00	43,46	300,31	3,10	0,00
23	16:00:00	230,00	8,00	1,00	29,68	298,51	2,48	0,00
24	16:00:00	190,00	11,00	1,00	47,44	299,49	3,41	0,00
25	16:00:00	230,00	6,00	1,00	29,47	298,01	1,86	0,00
27	16:00:00	130,00	8,00	1,00	72,80	298,01	2,48	0,00
28	16:00:00	110,00	0,00	1,00	81,47	298,01	0,00	0,00
29	16:00:00	110,00	7,00	1,00	81,47	298,01	2,17	0,00
30	16:00:00	130,00	3,00	1,00	72,80	298,01	0,93	0,00
31	16:00:00	190,00	17,00	1,00	46,80	298,01	5,27	0,00
32	16:00:00	110,00	17,00	1,00	82,43	300,23	5,27	0,00
33	16:00:00	180,00	1,50	1,00	52,13	300,31	0,47	0,00
34	16:00:00	190,00	1,50	1,00	47,80	300,31	0,47	0,00
35	16:00:00	110,00	0,00	1,00	81,47	298,01	0,00	0,00
36	16:00:00	110,00	1,00	1,00	81,47	298,01	0,31	0,00
26	16:00:00	235,00	0,00	1,00	27,17	297,70	594,34	0,00
1	17:00:00	50,00	-694,40	1,00	108,47	300,34	-104,16	0,00
2	17:00:00	100,00	8,00	1,00	86,74	300,19	6,24	0,00
3	17:00:00	60,00	14,00	1,00	104,06	300,17	10,92	0,00
4	17:00:00	60,00	8,00	1,00	104,06	300,16	6,24	0,00
5	17:00:00	100,00	8,00	1,00	86,73	300,16	6,24	0,00
6	17:00:00	125,00	5,00	1,00	75,88	300,12	3,90	0,00
7	17:00:00	160,00	4,00	1,00	60,68	300,04	3,12	0,00
8	17:00:00	110,00	9,00	1,00	82,34	300,04	7,02	0,00
9	17:00:00	180,00	14,00	1,00	52,01	300,03	10,92	0,00
10	17:00:00	130,00	5,00	1,00	73,68	300,04	3,90	0,00
11	17:00:00	185,00	34,78	1,00	49,84	300,02	27,13	0,00
12	17:00:00	210,00	16,00	1,00	39,00	300,02	12,48	0,00
13	17:00:00	210,00	2,00	1,00	39,00	300,02	1,56	0,00
14	17:00:00	200,00	2,00	1,00	43,34	300,02	1,56	0,00
15	17:00:00	190,00	2,00	1,00	47,67	300,03	1,56	0,00
16	17:00:00	150,00	20,00	1,00	64,97	299,95	15,60	0,00
17	17:00:00	180,00	20,00	1,00	51,97	299,94	15,60	0,00
18	17:00:00	100,00	20,00	1,00	86,63	299,94	15,60	0,00
19	17:00:00	150,00	5,00	1,00	64,97	299,94	3,90	0,00
20	17:00:00	170,00	19,00	1,00	56,33	300,01	14,82	0,00
21	17:00:00	150,00	16,00	1,00	64,99	300,00	12,48	0,00
22	17:00:00	200,00	10,00	1,00	43,33	300,00	7,80	0,00
23	17:00:00	230,00	8,00	1,00	30,37	300,08	6,24	0,00
24	17:00:00	190,00	11,00	1,00	47,68	300,04	8,58	0,00
25	17:00:00	230,00	6,00	1,00	30,38	300,10	4,68	0,00
27	17:00:00	130,00	8,00	1,00	73,70	300,10	6,24	0,00
28	17:00:00	110,00	0,00	1,00	82,37	300,09	0,00	0,00
29	17:00:00	110,00	7,00	1,00	82,37	300,09	5,46	0,00
30	17:00:00	130,00	3,00	1,00	73,70	300,09	2,34	0,00
31	17:00:00	190,00	17,00	1,00	47,71	300,10	13,26	0,00
32	17:00:00	110,00	17,00	1,00	82,30	299,94	13,26	0,00
33	17:00:00	180,00	1,50	1,00	52,00	300,00	1,17	0,00
34	17:00:00	190,00	1,50	1,00	47,66	300,00	1,17	0,00
35	17:00:00	110,00	0,00	1,00	82,37	300,09	0,00	0,00
36	17:00:00	110,00	1,00	1,00	82,37	300,09	0,78	0,00
26	17:00:00	235,00	0,00	1,00	28,22	300,13	-147,61	0,00
1	18:00:00	50,00	-694,40	1,00	108,06	299,38	0,00	0,00
2	18:00:00	100,00	8,00	1,00	86,39	299,38	2,96	0,00
3	18:00:00	60,00	14,00	1,00	103,72	299,38	5,18	0,00
4	18:00:00	60,00	8,00	1,00	103,72	299,38	2,96	0,00
5	18:00:00	100,00	8,00	1,00	86,39	299,38	2,96	0,00
6	18:00:00	125,00	5,00	1,00	75,56	299,38	1,85	0,00
7	18:00:00	160,00	4,00	1,00	60,40	299,39	1,48	0,00
8	18:00:00	110,00	9,00	1,00	82,06	299,39	3,33	0,00
9	18:00:00	180,00	14,00	1,00	51,73	299,39	5,18	0,00
10	18:00:00	130,00	5,00	1,00	73,40	299,39	1,85	0,00
11	18:00:00	185,00	34,78	1,00	49,57	299,39	12,87	0,00
12	18:00:00	210,00	16,00	1,00	38,74	299,41	5,92	0,00
13	18:00:00	210,00	2,00	1,00	38,75	299,42	0,74	0,00
14	18:00:00	200,00	2,00	1,00	43,08	299,43	0,74	0,00
15	18:00:00	190,00	2,00	1,00	47,42	299,44	0,74	0,00
16	18:00:00	150,00	20,00	1,00	64,74	299,41	7,40	0,00
17	18:00:00	180,00	20,00	1,00	51,74	299,41	7,40	0,00
18	18:00:00	100,00	20,00	1,00	86,40	299,41	7,40	0,00
19	18:00:00	150,00	5,00	1,00	64,74	299,41	1,85	0,00
20	18:00:00	170,00	19,00	1,00	56,08	299,43	7,03	0,00
21	18:00:00	150,00	16,00	1,00	64,75	299,43	5,92	0,00
22	18:00:00	200,00	10,00	1,00	43,08	299,43	3,70	0,00
23	18:00:00	230,00	8,00	1,00	30,11	299,49	2,96	0,00
24	18:00:00	190,00	11,00	1,00	47,43	299,45	4,07	0,00
25	18:00:00	230,00	6,00	1,00	30,12	299,51	2,22	0,00
27	18:00:00	130,00	8,00	1,00	73,45	299,51	2,96	0,00
28	18:00:00	110,00	0,00	1,00	82,11	299,51	0,00	0,00
29	18:00:00	110,00	7,00	1,00	82,11	299,51	2,59	0,00
30	18:00:00	130,00	3,00	1,00	73,45	299,51	1,11	0,00
31	18:00:00	190,00	17,00	1,00	47,45	299,51	6,29	0,00
32	18:00:00	110,00	17,00	1,00	82,07	299,41	6,29	0,00
33	18:00:00	180,00	1,50	1,00	51,75	299,43	0,56	0,00
34	18:00:00	190,00	1,50	1,00	47,41	299,43	0,56	0,00
35	18:00:00	110,00	0,00	1,00	82,11	299,51	0,00	0,00
36	18:00:00	110,00	1,00	1,00	82,11	299,51	0,37	0,00
26	18:00:00	235,00	0,00	1,00	27,96	299,52	-119,43	0,00
1	19:00:00	50,00	-694,40	1,00	107,72	298,60	0,00	0,00
2	19:00:00	100,00	8,00	1,00	86,05	298,60	5,36	0,00
3	19:00:00	60,00	14,00	1,00	103,39	298,60	9,38	0,00
4	19:00:00	60,00	8,00	1,00	103,39	298,60	5,36	0,00
5	19:00:00	100,00	8,00	1,00	86,05	298,60	5,36	0,00
6	19:00:00	125,00	5,00	1,00	75,22	298,61	3,35	0,00
7	19:00:00	160,00	4,00	1,00	60,07	298,62	2,68	0,00
8	19:00:00	110,00	9,00	1,00	81,73	298,62	6,03	0,00
9	19:00:00	180,00	14,00	1,00	51,40	298,63	9,38	0,00
10	19:00:00	130,00	5,00	1,00	73,06	298,62	3,35	0,00
11	19:00:00	185,00	34,78	1,00	49,24	298,64	23,30	0,00
12	19:00:00	210,00	16,00	1,00	38,43	298,70	10,72	0,00
13	19:00:00	210,00	2,00	1,00	38,45	298,73	1,34	0,00
14	19:00:00	200,00	2,00	1,00	42,79	298,75	1,34	0,00
15	19:00:00	190,00	2,00	1,00	47,14	298,79	1,34	0,00
16	19:00:00	150,00	20,00	1,00	64,43	298,70	13,40	0,00
17	19:00:00	180,00	20,00	1,00	51,43	298,70	13,40	0,00
18	19:00:00	100,00	20,00	1,00	86,09	298,69	13,40	0,00
19	19:00:00	150,00	5,00	1,00	64,43	298,69	3,35	0,00
20	19:00:00	170,00	19,00	1,00	55,79	298,75	12,73	0,00
21	19:00:00	150,00	16,00	1,00	64,45	298,74	10,72	0,00
22	19:00:00	200,00	10,00	1,00	42,78	298,74	6,70	0,00
23	19:00:00	230,00	8,00	1,00	29,87	298,93	5,36	0,00
24	19:00:00	190,00	11,00	1,00	47,15	298,83	7,37	0,00
25	19:00:00	230,00	6,00	1,00	29,89	298,99	4,02	0,00
27	19:00:00	130,00	8,00	1,00	73,22	298,98	5,36	0,00
28	19:00:00	110,00	0,00	1,00	81,89	298,98	0,00	0,00
29	19:00:00	110,00	7,00	1,00	81,89	298,98	4,69	0,00
30	19:00:00	130,00	3,00	1,00	73,22	298,98	2,01	0,00
31	19:00:00	190,00	17,00	1,00	47,22	298,99	11,39	0,00
32	19:00:00	110,00	17,00	1,00	81,76	298,69	11,39	0,00
33	19:00:00	180,00	1,50	1,00	51,45	298,74	1,01	0,00
34	19:00:00	190,00	1,50	1,00	47,12	298,74	1,01	0,00
35	19:00:00	110,00	0,00	1,00	81,89	298,98	0,00	0,00
36	19:00:00	110,00	1,00	1,00	81,89	298,98	0,67	0,00
26	19:00:00	235,00	0,00	1,00	27,75	299,04	-216,26	0,00
1	20:00:00	50,00	-694,40	1,00	106,92	296,75	0,00	0,00
2	20:00:00	100,00	8,00	1,00	85,25	296,75	10,08	0,00
3	20:00:00	60,00	14,00	1,00	102,58	296,75	17,64	0,00
4	20:00:00	60,00	8,00	1,00	102,59	296,75	10,08	0,00
5	20:00:00	100,00	8,00	1,00	85,25	296,76	10,08	0,00
6	20:00:00	125,00	5,00	1,00	74,43	296,77	6,30	0,00
7	20:00:00	160,00	4,00	1,00	59,29	296,82	5,04	0,00
8	20:00:00	110,00	9,00	1,00	80,95	296,82	11,34	0,00
9	20:00:00	180,00	14,00	1,00	50,63	296,84	17,64	0,00
10	20:00:00	130,00	5,00	1,00	72,28	296,82	6,30	0,00
11	20:00:00	185,00	34,78	1,00	48,48	296,88	43,82	0,00
12	20:00:00	210,00	16,00	1,00	37,73	297,08	20,16	0,00
13	20:00:00	210,00	2,00	1,00	37,77	297,16	2,52	0,00
14	20:00:00	200,00	2,00	1,00	42,13	297,24	2,52	0,00
15	20:00:00	190,00	2,00	1,00	46,51	297,34	2,52	0,00
16	20:00:00	150,00	20,00	1,00	63,72	297,06	25,20	0,00
17	20:00:00	180,00	20,00	1,00	50,72	297,06	25,20	0,00
18	20:00:00	100,00	20,00	1,00	85,38	297,05	25,20	0,00
19	20:00:00	150,00	5,00	1,00	63,72	297,05	6,30	0,00
20	20:00:00	170,00	19,00	1,00	55,12	297,21	23,94	0,00
21	20:00:00	150,00	16,00	1,00	63,78	297,19	20,16	0,00
22	20:00:00	200,00	10,00	1,00	42,11	297,19	12,60	0,00
23	20:00:00	230,00	8,00	1,00	29,39	297,82	10,08	0,00
24	20:00:00	190,00	11,00	1,00	46,57	297,48	13,86	0,00
25	20:00:00	230,00	6,00	1,00	29,46	298,00	7,56	0,00
27	20:00:00	130,00	8,00	1,00	72,78	297,98	10,08	0,00
28	20:00:00	110,00	0,00	1,00	81,45	297,97	0,00	0,00
29	20:00:00	110,00	7,00	1,00	81,45	297,97	8,82	0,00
30	20:00:00	130,00	3,00	1,00	72,78	297,97	3,78	0,00
31	20:00:00	190,00	17,00	1,00	46,79	297,99	21,42	0,00
32	20:00:00	110,00	17,00	1,00	81,05	297,05	21,42	0,00
33	20:00:00	180,00	1,50	1,00	50,78	297,19	1,89	0,00
34	20:00:00	190,00	1,50	1,00	46,45	297,19	1,89	0,00
35	20:00:00	110,00	0,00	1,00	81,45	297,97	0,00	0,00
36	20:00:00	110,00	1,00	1,00	81,45	297,97	1,26	0,00
26	20:00:00	235,00	0,00	1,00	27,36	298,15	-406,70	0,00
1	21:00:00	50,00	-694,40	1,00	105,90	294,41	0,00	0,00
2	21:00:00	100,00	8,00	1,00	84,24	294,41	12,48	0,00
3	21:00:00	60,00	14,00	1,00	101,57	294,41	21,84	0,00
4	21:00:00	60,00	8,00	1,00	101,57	294,41	12,48	0,00
5	21:00:00	100,00	8,00	1,00	84,24	294,42	12,48	0,00
6	21:00:00	125,00	5,00	1,00	73,42	294,44	7,80	0,00
7	21:00:00	160,00	4,00	1,00	58,29	294,52	6,24	0,00
8	21:00:00	110,00	9,00	1,00	79,95	294,52	14,04	0,00
9	21:00:00	180,00	14,00	1,00	49,63	294,54	21,84	0,00
10	21:00:00	130,00	5,00	1,00	71,28	294,51	7,80	0,00
11	21:00:00	185,00	34,78	1,00	47,49	294,59	54,26	0,00
12	21:00:00	210,00	16,00	1,00	36,78	294,89	24,96	0,00
13	21:00:00	210,00	2,00	1,00	36,84	295,01	3,12	0,00
14	21:00:00	200,00	2,00	1,00	41,22	295,14	3,12	0,00
