		LENGHT	DIAMETER	ROUGHNESS	FLOW	VELOCITY	UNITHEADLOSS	FRICTIONFACTOR	QUALITY
5	08:00:00	1000,00	12,00	100,00	10,04	0,03	8,20e-04	0,07	0,00
6	08:00:00	1,20e+03	12,00	100,00	25,46	0,07	4,60e-03	0,06	0,00
7	08:00:00	2,70e+03	12,00	100,00	28,81	0,08	5,78e-03	0,06	0,00
8	08:00:00	1,20e+03	12,00	140,00	9,38	0,03	3,88e-04	0,04	0,00
9	08:00:00	400,00	12,00	100,00	40,87	0,12	0,01	0,05	0,00
10	08:00:00	1000,00	8,00	140,00	3,35	0,02	4,15e-04	0,04	0,00
11	08:00:00	700,00	12,00	100,00	50,25	0,14	0,02	0,05	0,00
12	08:00:00	1,90e+03	12,00	100,00	73,55	0,21	0,03	0,05	0,00
13	08:00:00	600,00	12,00	100,00	84,27	0,24	0,04	0,05	0,00
14	08:00:00	400,00	12,00	100,00	105,59	0,30	0,06	0,05	0,00
15	08:00:00	300,00	12,00	100,00	139,09	0,39	0,11	0,04	0,00
16	08:00:00	1,50e+03	8,00	100,00	19,98	0,13	0,02	0,06	0,00
17	08:00:00	1,50e+03	8,00	100,00	34,96	0,22	0,06	0,05	0,00
18	08:00:00	600,00	8,00	100,00	1,07	6,85e-03	9,42e-05	0,09	0,00
19	08:00:00	700,00	12,00	100,00	22,64	0,06	3,70e-03	0,06	0,00
20	08:00:00	350,00	12,00	100,00	9,24	0,03	7,03e-04	0,07	0,00
21	08:00:00	1,40e+03	8,00	100,00	5,50	0,04	1,94e-03	0,07	0,00
22	08:00:00	1,10e+03	12,00	100,00	32,16	0,09	7,09e-03	0,05	0,00
23	08:00:00	1,30e+03	8,00	100,00	9,75	0,06	5,60e-03	0,06	0,00
24	08:00:00	1,30e+03	8,00	100,00	0,97	6,18e-03	7,78e-05	0,09	0,00
25	08:00:00	1,30e+03	8,00	100,00	9,68	0,06	5,53e-03	0,06	0,00
26	08:00:00	600,00	12,00	100,00	182,76	0,52	0,18	0,04	0,00
27	08:00:00	250,00	12,00	100,00	175,39	0,50	0,16	0,04	0,00
28	08:00:00	300,00	12,00	100,00	188,12	0,53	0,19	0,04	0,00
29	08:00:00	200,00	12,00	100,00	216,26	0,61	0,24	0,04	0,00
30	08:00:00	600,00	12,00	100,00	24,12	0,07	4,16e-03	0,06	0,00
31	08:00:00	400,00	8,00	100,00	12,73	0,08	9,18e-03	0,06	0,00
32	08:00:00	400,00	8,00	100,00	7,37	0,05	3,34e-03	0,06	0,00
34	08:00:00	700,00	8,00	100,00	1,15	7,36e-03	1,08e-04	0,09	0,00
35	08:00:00	1000,00	8,00	100,00	2,01	0,01	3,01e-04	0,08	0,00
36	08:00:00	400,00	8,00	100,00	1,01	6,41e-03	8,33e-05	0,09	0,00
37	08:00:00	500,00	8,00	100,00	2,15	0,01	3,42e-04	0,08	0,00
38	08:00:00	500,00	8,00	100,00	1,53	9,74e-03	1,81e-04	0,08	0,00
39	08:00:00	1000,00	8,00	100,00	2,01	0,01	3,01e-04	0,08	0,00
40	08:00:00	700,00	8,00	100,00	0,48	3,09e-03	2,15e-05	0,10	0,00
41	08:00:00	300,00	8,00	100,00	0,67	4,28e-03	3,93e-05	0,09	0,00
1	09:00:00	2,40e+03	12,00	100,00	2,56e-04	7,26e-07	2,37e-14	0,00	0,00
2	09:00:00	800,00	12,00	100,00	20,12	0,06	2,97e-03	0,06	0,00
3	09:00:00	1,30e+03	8,00	100,00	9,40	0,06	5,24e-03	0,06	0,00
4	09:00:00	1,20e+03	8,00	100,00	9,36	0,06	5,19e-03	0,06	0,00
5	09:00:00	1000,00	12,00	100,00	20,08	0,06	2,96e-03	0,06	0,00
6	09:00:00	1,20e+03	12,00	100,00	50,92	0,14	0,02	0,05	0,00
7	09:00:00	2,70e+03	12,00	100,00	57,62	0,16	0,02	0,05	0,00
8	09:00:00	1,20e+03	12,00	140,00	18,76	0,05	1,40e-03	0,03	0,00
9	09:00:00	400,00	12,00	100,00	81,74	0,23	0,04	0,05	0,00
10	09:00:00	1000,00	8,00	140,00	6,70	0,04	1,50e-03	0,04	0,00
11	09:00:00	700,00	12,00	100,00	100,50	0,29	0,06	0,05	0,00
12	09:00:00	1,90e+03	12,00	100,00	147,11	0,42	0,12	0,04	0,00
13	09:00:00	600,00	12,00	100,00	168,55	0,48	0,15	0,04	0,00
14	09:00:00	400,00	12,00	100,00	211,18	0,60	0,23	0,04	0,00
15	09:00:00	300,00	12,00	100,00	278,18	0,79	0,39	0,04	0,00
16	09:00:00	1,50e+03	8,00	100,00	39,96	0,26	0,08	0,05	0,00
17	09:00:00	1,50e+03	8,00	100,00	69,92	0,45	0,22	0,05	0,00
18	09:00:00	600,00	8,00	100,00	2,15	0,01	3,40e-04	0,08	0,00
19	09:00:00	700,00	12,00	100,00	45,27	0,13	0,01	0,05	0,00
20	09:00:00	350,00	12,00	100,00	18,47	0,05	2,54e-03	0,06	0,00
21	09:00:00	1,40e+03	8,00	100,00	11,01	0,07	7,01e-03	0,06	0,00
22	09:00:00	1,10e+03	12,00	100,00	64,32	0,18	0,03	0,05	0,00
23	09:00:00	1,30e+03	8,00	100,00	19,50	0,12	0,02	0,06	0,00
24	09:00:00	1,30e+03	8,00	100,00	1,94	0,01	2,81e-04	0,08	0,00
25	09:00:00	1,30e+03	8,00	100,00	19,36	0,12	0,02	0,06	0,00
26	09:00:00	600,00	12,00	100,00	365,53	1,04	0,64	0,04	0,00
27	09:00:00	250,00	12,00	100,00	350,79	1,00	0,59	0,04	0,00
28	09:00:00	300,00	12,00	100,00	376,25	1,07	0,67	0,04	0,00
29	09:00:00	200,00	12,00	100,00	432,53	1,23	0,87	0,04	0,00
30	09:00:00	600,00	12,00	100,00	48,24	0,14	0,02	0,05	0,00
31	09:00:00	400,00	8,00	100,00	25,46	0,16	0,03	0,05	0,00
32	09:00:00	400,00	8,00	100,00	14,74	0,09	0,01	0,06	0,00
34	09:00:00	700,00	8,00	100,00	2,31	0,01	3,88e-04	0,08	0,00
35	09:00:00	1000,00	8,00	100,00	4,02	0,03	1,09e-03	0,07	0,00
36	09:00:00	400,00	8,00	100,00	2,01	0,01	3,01e-04	0,08	0,00
37	09:00:00	500,00	8,00	100,00	4,31	0,03	1,23e-03	0,07	0,00
38	09:00:00	500,00	8,00	100,00	3,05	0,02	6,52e-04	0,07	0,00
39	09:00:00	1000,00	8,00	100,00	4,02	0,03	1,09e-03	0,07	0,00
40	09:00:00	700,00	8,00	100,00	0,97	6,17e-03	7,76e-05	0,09	0,00
41	09:00:00	300,00	8,00	100,00	1,34	8,55e-03	1,42e-04	0,08	0,00
1	10:00:00	2,40e+03	12,00	100,00	2,56e-04	7,25e-07	2,37e-14	0,00	0,00
2	10:00:00	800,00	12,00	100,00	36,94	0,10	9,16e-03	0,05	0,00
3	10:00:00	1,30e+03	8,00	100,00	17,26	0,11	0,02	0,06	0,00
4	10:00:00	1,20e+03	8,00	100,00	17,18	0,11	0,02	0,06	0,00
5	10:00:00	1000,00	12,00	100,00	36,86	0,10	9,12e-03	0,05	0,00
6	10:00:00	1,20e+03	12,00	100,00	93,48	0,27	0,05	0,05	0,00
7	10:00:00	2,70e+03	12,00	100,00	105,78	0,30	0,06	0,05	0,00
8	10:00:00	1,20e+03	12,00	140,00	34,44	0,10	4,31e-03	0,03	0,00
9	10:00:00	400,00	12,00	100,00	150,06	0,43	0,12	0,04	0,00
10	10:00:00	1000,00	8,00	140,00	12,30	0,08	4,62e-03	0,03	0,00
11	10:00:00	700,00	12,00	100,00	184,50	0,52	0,18	0,04	0,00
12	10:00:00	1,90e+03	12,00	100,00	270,06	0,77	0,36	0,04	0,00
13	10:00:00	600,00	12,00	100,00	309,42	0,88	0,47	0,04	0,00
14	10:00:00	400,00	12,00	100,00	387,69	1,10	0,71	0,04	0,00
15	10:00:00	300,00	12,00	100,00	510,69	1,45	1,19	0,04	0,00
16	10:00:00	1,50e+03	8,00	100,00	73,35	0,47	0,24	0,05	0,00
17	10:00:00	1,50e+03	8,00	100,00	128,37	0,82	0,66	0,04	0,00
18	10:00:00	600,00	8,00	100,00	3,94	0,03	1,05e-03	0,07	0,00
19	10:00:00	700,00	12,00	100,00	83,11	0,24	0,04	0,05	0,00
20	10:00:00	350,00	12,00	100,00	33,91	0,10	7,82e-03	0,05	0,00
21	10:00:00	1,40e+03	8,00	100,00	20,21	0,13	0,02	0,06	0,00
22	10:00:00	1,10e+03	12,00	100,00	118,08	0,33	0,08	0,05	0,00
23	10:00:00	1,30e+03	8,00	100,00	35,80	0,23	0,06	0,05	0,00
24	10:00:00	1,30e+03	8,00	100,00	3,56	0,02	8,65e-04	0,07	0,00
25	10:00:00	1,30e+03	8,00	100,00	35,54	0,23	0,06	0,05	0,00
26	10:00:00	600,00	12,00	100,00	671,04	1,90	1,97	0,03	0,00
27	10:00:00	250,00	12,00	100,00	643,98	1,83	1,82	0,04	0,00
28	10:00:00	300,00	12,00	100,00	690,72	1,96	2,08	0,03	0,00
29	10:00:00	200,00	12,00	100,00	794,04	2,25	2,69	0,03	0,00
30	10:00:00	600,00	12,00	100,00	88,56	0,25	0,05	0,05	0,00
31	10:00:00	400,00	8,00	100,00	46,74	0,30	0,10	0,05	0,00
32	10:00:00	400,00	8,00	100,00	27,06	0,17	0,04	0,05	0,00
34	10:00:00	700,00	8,00	100,00	4,24	0,03	1,20e-03	0,07	0,00
35	10:00:00	1000,00	8,00	100,00	7,38	0,05	3,34e-03	0,06	0,00
36	10:00:00	400,00	8,00	100,00	3,69	0,02	9,26e-04	0,07	0,00
37	10:00:00	500,00	8,00	100,00	7,91	0,05	3,80e-03	0,06	0,00
38	10:00:00	500,00	8,00	100,00	5,60	0,04	2,01e-03	0,07	0,00
39	10:00:00	1000,00	8,00	100,00	7,38	0,05	3,34e-03	0,06	0,00
40	10:00:00	700,00	8,00	100,00	1,78	0,01	2,39e-04	0,08	0,00
41	10:00:00	300,00	8,00	100,00	2,46	0,02	4,37e-04	0,08	0,00
1	11:00:00	2,40e+03	12,00	100,00	2,55e-04	7,25e-07	2,37e-14	0,00	0,00
2	11:00:00	800,00	12,00	100,00	14,57	0,04	1,63e-03	0,06	0,00
3	11:00:00	1,30e+03	8,00	100,00	6,81	0,04	2,88e-03	0,07	0,00
4	11:00:00	1,20e+03	8,00	100,00	6,77	0,04	2,85e-03	0,07	0,00
5	11:00:00	1000,00	12,00	100,00	14,53	0,04	1,63e-03	0,06	0,00
6	11:00:00	1,20e+03	12,00	100,00	36,86	0,10	9,12e-03	0,05	0,00
7	11:00:00	2,70e+03	12,00	100,00	41,71	0,12	0,01	0,05	0,00
8	11:00:00	1,20e+03	12,00	140,00	13,58	0,04	7,70e-04	0,03	0,00
9	11:00:00	400,00	12,00	100,00	59,17	0,17	0,02	0,05	0,00
10	11:00:00	1000,00	8,00	140,00	4,85	0,03	8,24e-04	0,04	0,00
11	11:00:00	700,00	12,00	100,00	72,75	0,21	0,03	0,05	0,00
12	11:00:00	1,90e+03	12,00	100,00	106,49	0,30	0,07	0,05	0,00
13	11:00:00	600,00	12,00	100,00	122,01	0,35	0,08	0,05	0,00
14	11:00:00	400,00	12,00	100,00	152,87	0,43	0,13	0,04	0,00
15	11:00:00	300,00	12,00	100,00	201,37	0,57	0,21	0,04	0,00
16	11:00:00	1,50e+03	8,00	100,00	28,92	0,18	0,04	0,05	0,00
17	11:00:00	1,50e+03	8,00	100,00	50,62	0,32	0,12	0,05	0,00
18	11:00:00	600,00	8,00	100,00	1,55	9,92e-03	1,87e-04	0,08	0,00
19	11:00:00	700,00	12,00	100,00	32,77	0,09	7,34e-03	0,05	0,00
20	11:00:00	350,00	12,00	100,00	13,37	0,04	1,39e-03	0,06	0,00
21	11:00:00	1,40e+03	8,00	100,00	7,97	0,05	3,86e-03	0,06	0,00
22	11:00:00	1,10e+03	12,00	100,00	46,56	0,13	0,01	0,05	0,00
23	11:00:00	1,30e+03	8,00	100,00	14,12	0,09	0,01	0,06	0,00
24	11:00:00	1,30e+03	8,00	100,00	1,40	8,95e-03	1,54e-04	0,08	0,00
25	11:00:00	1,30e+03	8,00	100,00	14,01	0,09	0,01	0,06	0,00
26	11:00:00	600,00	12,00	100,00	264,60	0,75	0,35	0,04	0,00
27	11:00:00	250,00	12,00	100,00	253,93	0,72	0,33	0,04	0,00
28	11:00:00	300,00	12,00	100,00	272,36	0,77	0,37	0,04	0,00
29	11:00:00	200,00	12,00	100,00	313,10	0,89	0,48	0,04	0,00
30	11:00:00	600,00	12,00	100,00	34,92	0,10	8,25e-03	0,05	0,00
31	11:00:00	400,00	8,00	100,00	18,43	0,12	0,02	0,06	0,00
32	11:00:00	400,00	8,00	100,00	10,67	0,07	6,62e-03	0,06	0,00
34	11:00:00	700,00	8,00	100,00	1,67	0,01	2,13e-04	0,08	0,00
35	11:00:00	1000,00	8,00	100,00	2,91	0,02	5,97e-04	0,07	0,00
36	11:00:00	400,00	8,00	100,00	1,45	9,29e-03	1,65e-04	0,08	0,00
37	11:00:00	500,00	8,00	100,00	3,12	0,02	6,79e-04	0,07	0,00
38	11:00:00	500,00	8,00	100,00	2,21	0,01	3,58e-04	0,08	0,00
39	11:00:00	1000,00	8,00	100,00	2,91	0,02	5,97e-04	0,07	0,00
40	11:00:00	700,00	8,00	100,00	0,70	4,47e-03	4,26e-05	0,09	0,00
41	11:00:00	300,00	8,00	100,00	0,97	6,19e-03	7,80e-05	0,09	0,00
1	12:00:00	2,40e+03	12,00	100,00	555,52	1,58	1,39	0,04	0,00
2	12:00:00	800,00	12,00	100,00	458,61	1,30	0,97	0,04	0,00
3	12:00:00	1,30e+03	8,00	100,00	89,55	0,57	0,34	0,04	0,00
4	12:00:00	1,20e+03	8,00	100,00	76,67	0,49	0,26	0,05	0,00
5	12:00:00	1000,00	12,00	100,00	69,31	0,20	0,03	0,05	0,00
6	12:00:00	1,20e+03	12,00	100,00	520,56	1,48	1,23	0,04	0,00
7	12:00:00	2,70e+03	12,00	100,00	515,96	1,46	1,21	0,04	0,00
8	12:00:00	1,20e+03	12,00	140,00	12,88	0,04	6,98e-04	0,03	0,00
9	12:00:00	400,00	12,00	100,00	499,40	1,42	1,14	0,04	0,00
10	12:00:00	1000,00	8,00	140,00	4,60	0,03	7,47e-04	0,04	0,00
11	12:00:00	700,00	12,00	100,00	486,52	1,38	1,09	0,04	0,00
12	12:00:00	1,90e+03	12,00	100,00	454,52	1,29	0,96	0,04	0,00
13	12:00:00	600,00	12,00	100,00	439,80	1,25	0,90	0,04	0,00
14	12:00:00	400,00	12,00	100,00	363,40	1,03	0,63	0,04	0,00
15	12:00:00	300,00	12,00	100,00	317,40	0,90	0,49	0,04	0,00
16	12:00:00	1,50e+03	8,00	100,00	74,57	0,48	0,24	0,05	0,00
17	12:00:00	1,50e+03	8,00	100,00	0,87	5,58e-03	6,44e-05	0,09	0,00
18	12:00:00	600,00	8,00	100,00	35,52	0,23	0,06	0,05	0,00
19	12:00:00	700,00	12,00	100,00	17,99	0,05	2,42e-03	0,06	0,00
20	12:00:00	350,00	12,00	100,00	0,41	1,16e-03	2,18e-06	0,10	0,00
21	12:00:00	1,40e+03	8,00	100,00	20,65	0,13	0,02	0,06	0,00
22	12:00:00	1,10e+03	12,00	100,00	44,16	0,13	0,01	0,05	0,00
23	12:00:00	1,30e+03	8,00	100,00	13,39	0,09	0,01	0,06	0,00
24	12:00:00	1,30e+03	8,00	100,00	1,33	8,49e-03	1,40e-04	0,08	0,00
25	12:00:00	1,30e+03	8,00	100,00	13,29	0,08	9,94e-03	0,06	0,00
26	12:00:00	600,00	12,00	100,00	304,56	0,86	0,46	0,04	0,00
27	12:00:00	250,00	12,00	100,00	314,68	0,89	0,48	0,04	0,00
28	12:00:00	300,00	12,00	100,00	297,20	0,84	0,44	0,04	0,00
29	12:00:00	200,00	12,00	100,00	258,56	0,73	0,34	0,04	0,00
30	12:00:00	600,00	12,00	100,00	33,12	0,09	7,48e-03	0,05	0,00
31	12:00:00	400,00	8,00	100,00	17,48	0,11	0,02	0,06	0,00
32	12:00:00	400,00	8,00	100,00	10,12	0,06	6,00e-03	0,06	0,00
34	12:00:00	700,00	8,00	100,00	1,58	0,01	1,93e-04	0,08	0,00
35	12:00:00	1000,00	8,00	100,00	2,76	0,02	5,41e-04	0,07	0,00
36	12:00:00	400,00	8,00	100,00	1,38	8,81e-03	1,50e-04	0,08	0,00
37	12:00:00	500,00	8,00	100,00	16,05	0,10	0,01	0,06	0,00
38	12:00:00	500,00	8,00	100,00	2,10	0,01	3,25e-04	0,08	0,00
39	12:00:00	1000,00	8,00	100,00	2,76	0,02	5,41e-04	0,07	0,00
40	12:00:00	700,00	8,00	100,00	0,66	4,24e-03	3,87e-05	0,09	0,00
41	12:00:00	300,00	8,00	100,00	0,92	5,87e-03	7,07e-05	0,09	0,00
1	13:00:00	2,40e+03	12,00	100,00	694,40	1,97	2,10	0,03	0,00
2	13:00:00	800,00	12,00	100,00	579,27	1,64	1,50	0,04	0,00
3	13:00:00	1,30e+03	8,00	100,00	109,69	0,70	0,50	0,04	0,00
4	13:00:00	1,20e+03	8,00	100,00	100,17	0,64	0,42	0,04	0,00
5	13:00:00	1000,00	12,00	100,00	94,73	0,27	0,05	0,05	0,00
6	13:00:00	1,20e+03	12,00	100,00	668,56	1,90	1,95	0,03	0,00
7	13:00:00	2,70e+03	12,00	100,00	665,16	1,89	1,94	0,04	0,00
8	13:00:00	1,20e+03	12,00	140,00	9,52	0,03	3,99e-04	0,04	0,00
9	13:00:00	400,00	12,00	100,00	652,92	1,85	1,87	0,04	0,00
10	13:00:00	1000,00	8,00	140,00	3,40	0,02	4,27e-04	0,04	0,00
11	13:00:00	700,00	12,00	100,00	643,40	1,83	1,82	0,04	0,00
12	13:00:00	1,90e+03	12,00	100,00	619,75	1,76	1,70	0,04	0,00
13	13:00:00	600,00	12,00	100,00	608,87	1,73	1,64	0,04	0,00
14	13:00:00	400,00	12,00	100,00	510,75	1,45	1,19	0,04	0,00
15	13:00:00	300,00	12,00	100,00	476,75	1,35	1,05	0,04	0,00
16	13:00:00	1,50e+03	8,00	100,00	96,76	0,62	0,39	0,04	0,00
17	13:00:00	1,50e+03	8,00	100,00	41,00	0,26	0,08	0,05	0,00
18	13:00:00	600,00	8,00	100,00	53,63	0,34	0,13	0,05	0,00
19	13:00:00	700,00	12,00	100,00	0,97	2,75e-03	1,08e-05	0,09	0,00
20	13:00:00	350,00	12,00	100,00	14,57	0,04	1,64e-03	0,06	0,00
21	13:00:00	1,40e+03	8,00	100,00	29,53	0,19	0,04	0,05	0,00
22	13:00:00	1,10e+03	12,00	100,00	32,64	0,09	7,28e-03	0,05	0,00
23	13:00:00	1,30e+03	8,00	100,00	9,90	0,06	5,76e-03	0,06	0,00
24	13:00:00	1,30e+03	8,00	100,00	0,98	6,27e-03	7,99e-05	0,09	0,00
25	13:00:00	1,30e+03	8,00	100,00	9,82	0,06	5,68e-03	0,06	0,00
26	13:00:00	600,00	12,00	100,00	508,91	1,44	1,18	0,04	0,00
27	13:00:00	250,00	12,00	100,00	516,39	1,46	1,21	0,04	0,00
28	13:00:00	300,00	12,00	100,00	503,47	1,43	1,16	0,04	0,00
29	13:00:00	200,00	12,00	100,00	474,91	1,35	1,04	0,04	0,00
30	13:00:00	600,00	12,00	100,00	24,48	0,07	4,28e-03	0,06	0,00
31	13:00:00	400,00	8,00	100,00	12,92	0,08	9,43e-03	0,06	0,00
32	13:00:00	400,00	8,00	100,00	7,48	0,05	3,43e-03	0,06	0,00
34	13:00:00	700,00	8,00	100,00	1,17	7,47e-03	1,11e-04	0,08	0,00
35	13:00:00	1000,00	8,00	100,00	2,04	0,01	3,09e-04	0,08	0,00
36	13:00:00	400,00	8,00	100,00	1,02	6,51e-03	8,56e-05	0,09	0,00
37	13:00:00	500,00	8,00	100,00	26,13	0,17	0,03	0,05	0,00
38	13:00:00	500,00	8,00	100,00	1,55	9,89e-03	1,86e-04	0,08	0,00
39	13:00:00	1000,00	8,00	100,00	2,04	0,01	3,09e-04	0,08	0,00
40	13:00:00	700,00	8,00	100,00	0,49	3,13e-03	2,21e-05	0,10	0,00
41	13:00:00	300,00	8,00	100,00	0,68	4,34e-03	4,04e-05	0,09	0,00
1	14:00:00	2,40e+03	12,00	100,00	694,40	1,97	2,10	0,03	0,00
2	14:00:00	800,00	12,00	100,00	569,73	1,62	1,45	0,04	0,00
3	14:00:00	1,30e+03	8,00	100,00	113,23	0,72	0,53	0,04	0,00
4	14:00:00	1,20e+03	8,00	100,00	93,21	0,59	0,37	0,04	0,00
5	14:00:00	1000,00	12,00	100,00	81,77	0,23	0,04	0,05	0,00
6	14:00:00	1,20e+03	12,00	100,00	640,06	1,82	1,80	0,04	0,00
7	14:00:00	2,70e+03	12,00	100,00	632,91	1,80	1,77	0,04	0,00
8	14:00:00	1,20e+03	12,00	140,00	20,02	0,06	1,58e-03	0,03	0,00
9	14:00:00	400,00	12,00	100,00	607,17	1,72	1,64	0,04	0,00
10	14:00:00	1000,00	8,00	140,00	7,15	0,05	1,69e-03	0,03	0,00
11	14:00:00	700,00	12,00	100,00	587,15	1,67	1,54	0,04	0,00
12	14:00:00	1,90e+03	12,00	100,00	537,41	1,52	1,30	0,04	0,00
13	14:00:00	600,00	12,00	100,00	514,53	1,46	1,20	0,04	0,00
14	14:00:00	400,00	12,00	100,00	421,13	1,19	0,83	0,04	0,00
15	14:00:00	300,00	12,00	100,00	349,63	0,99	0,59	0,04	0,00
16	14:00:00	1,50e+03	8,00	100,00	90,54	0,58	0,35	0,04	0,00
17	14:00:00	1,50e+03	8,00	100,00	26,72	0,17	0,04	0,05	0,00
18	14:00:00	600,00	8,00	100,00	38,16	0,24	0,07	0,05	0,00
19	14:00:00	700,00	12,00	100,00	36,27	0,10	8,86e-03	0,05	0,00
20	14:00:00	350,00	12,00	100,00	7,67	0,02	4,99e-04	0,07	0,00
21	14:00:00	1,40e+03	8,00	100,00	23,79	0,15	0,03	0,05	0,00
22	14:00:00	1,10e+03	12,00	100,00	68,64	0,19	0,03	0,05	0,00
23	14:00:00	1,30e+03	8,00	100,00	20,81	0,13	0,02	0,06	0,00
24	14:00:00	1,30e+03	8,00	100,00	2,07	0,01	3,17e-04	0,08	0,00
25	14:00:00	1,30e+03	8,00	100,00	20,66	0,13	0,02	0,06	0,00
26	14:00:00	600,00	12,00	100,00	304,32	0,86	0,46	0,04	0,00
27	14:00:00	250,00	12,00	100,00	320,05	0,91	0,50	0,04	0,00
28	14:00:00	300,00	12,00	100,00	292,88	0,83	0,42	0,04	0,00
29	14:00:00	200,00	12,00	100,00	232,82	0,66	0,28	0,04	0,00
30	14:00:00	600,00	12,00	100,00	51,48	0,15	0,02	0,05	0,00
31	14:00:00	400,00	8,00	100,00	27,17	0,17	0,04	0,05	0,00
32	14:00:00	400,00	8,00	100,00	15,73	0,10	0,01	0,06	0,00
34	14:00:00	700,00	8,00	100,00	2,46	0,02	4,38e-04	0,08	0,00
35	14:00:00	1000,00	8,00	100,00	4,29	0,03	1,22e-03	0,07	0,00
36	14:00:00	400,00	8,00	100,00	2,14	0,01	3,39e-04	0,08	0,00
37	14:00:00	500,00	8,00	100,00	16,64	0,11	0,02	0,06	0,00
38	14:00:00	500,00	8,00	100,00	3,26	0,02	7,36e-04	0,07	0,00
39	14:00:00	1000,00	8,00	100,00	4,29	0,03	1,22e-03	0,07	0,00
40	14:00:00	700,00	8,00	100,00	1,03	6,59e-03	8,75e-05	0,09	0,00
41	14:00:00	300,00	8,00	100,00	1,43	9,13e-03	1,60e-04	0,08	0,00
1	15:00:00	2,40e+03	12,00	100,00	694,40	1,97	2,10	0,03	0,00
2	15:00:00	800,00	12,00	100,00	580,17	1,65	1,50	0,04	0,00
3	15:00:00	1,30e+03	8,00	100,00	109,35	0,70	0,49	0,04	0,00
4	15:00:00	1,20e+03	8,00	100,00	100,81	0,64	0,42	0,04	0,00
5	15:00:00	1000,00	12,00	100,00	95,93	0,27	0,05	0,05	0,00
6	15:00:00	1,20e+03	12,00	100,00	671,22	1,90	1,97	0,03	0,00
7	15:00:00	2,70e+03	12,00	100,00	668,17	1,90	1,95	0,04	0,00
8	15:00:00	1,20e+03	12,00	140,00	8,54	0,02	3,26e-04	0,04	0,00
9	15:00:00	400,00	12,00	100,00	657,19	1,86	1,89	0,04	0,00
10	15:00:00	1000,00	8,00	140,00	3,05	0,02	3,49e-04	0,04	0,00
11	15:00:00	700,00	12,00	100,00	648,65	1,84	1,85	0,04	0,00
12	15:00:00	1,90e+03	12,00	100,00	627,43	1,78	1,74	0,04	0,00
13	15:00:00	600,00	12,00	100,00	617,67	1,75	1,69	0,04	0,00
14	15:00:00	400,00	12,00	100,00	519,91	1,47	1,23	0,04	0,00
15	15:00:00	300,00	12,00	100,00	489,41	1,39	1,10	0,04	0,00
16	15:00:00	1,50e+03	8,00	100,00	96,54	0,62	0,39	0,04	0,00
17	15:00:00	1,50e+03	8,00	100,00	46,52	0,30	0,10	0,05	0,00
18	15:00:00	600,00	8,00	100,00	54,49	0,35	0,14	0,05	0,00
19	15:00:00	700,00	12,00	100,00	4,23	0,01	1,66e-04	0,07	0,00
20	15:00:00	350,00	12,00	100,00	16,43	0,05	2,04e-03	0,06	0,00
21	15:00:00	1,40e+03	8,00	100,00	29,85	0,19	0,04	0,05	0,00
22	15:00:00	1,10e+03	12,00	100,00	29,28	0,08	5,96e-03	0,06	0,00
23	15:00:00	1,30e+03	8,00	100,00	8,88	0,06	4,71e-03	0,06	0,00
24	15:00:00	1,30e+03	8,00	100,00	0,88	5,63e-03	6,54e-05	0,09	0,00
25	15:00:00	1,30e+03	8,00	100,00	8,81	0,06	4,64e-03	0,06	0,00
26	15:00:00	600,00	12,00	100,00	528,00	1,50	1,26	0,04	0,00
27	15:00:00	250,00	12,00	100,00	534,71	1,52	1,29	0,04	0,00
28	15:00:00	300,00	12,00	100,00	523,12	1,48	1,24	0,04	0,00
29	15:00:00	200,00	12,00	100,00	497,50	1,41	1,13	0,04	0,00
30	15:00:00	600,00	12,00	100,00	21,96	0,06	3,50e-03	0,06	0,00
31	15:00:00	400,00	8,00	100,00	11,59	0,07	7,72e-03	0,06	0,00
32	15:00:00	400,00	8,00	100,00	6,71	0,04	2,80e-03	0,07	0,00
34	15:00:00	700,00	8,00	100,00	1,05	6,70e-03	9,04e-05	0,09	0,00
35	15:00:00	1000,00	8,00	100,00	1,83	0,01	2,53e-04	0,08	0,00
36	15:00:00	400,00	8,00	100,00	0,91	5,84e-03	7,00e-05	0,09	0,00
37	15:00:00	500,00	8,00	100,00	26,80	0,17	0,04	0,05	0,00
38	15:00:00	500,00	8,00	100,00	1,39	8,87e-03	1,52e-04	0,08	0,00
39	15:00:00	1000,00	8,00	100,00	1,83	0,01	2,53e-04	0,08	0,00
40	15:00:00	700,00	8,00	100,00	0,44	2,81e-03	1,81e-05	0,10	0,00
41	15:00:00	300,00	8,00	100,00	0,61	3,89e-03	3,30e-05	0,09	0,00
1	16:00:00	2,40e+03	12,00	100,00	694,40	1,97	2,10	0,03	0,00
2	16:00:00	800,00	12,00	100,00	584,06	1,66	1,52	0,04	0,00
3	16:00:00	1,30e+03	8,00	100,00	107,86	0,69	0,48	0,04	0,00
4	16:00:00	1,20e+03	8,00	100,00	103,52	0,66	0,45	0,04	0,00
5	16:00:00	1000,00	12,00	100,00	101,04	0,29	0,06	0,05	0,00
6	16:00:00	1,20e+03	12,00	100,00	682,62	1,94	2,03	0,03	0,00
7	16:00:00	2,70e+03	12,00	100,00	681,07	1,93	2,02	0,03	0,00
8	16:00:00	1,20e+03	12,00	140,00	4,34	0,01	9,31e-05	0,04	0,00
